pop,density,unemp,union,crime,publicTrans,housePrice,insurance,gas,tax,young,adult,married,college,female,immigrant,meanincome,income25,income50,income75,minwage,hospital,school,amenity,entry
6676184.10766252,0.796758531176505,0.01979925851358,0.999563734121139,0.0234005889691927,59,180.838770031963,1426.07381818538,2.60080719243027,0.080271649200179,0.184988749484211,0.534864313465464,0.483635796963065,0.378449362908732,0.540181594261032,0.185555906490912,101020.7586818,30205.8673948325,56067.3097551199,138629.877545464,8.45893606260079,103.368409246274,103.794443568042,109.822908920955,1
2541408.14695962,0.305223637977936,0.0450252644426583,0.985259856392427,0.0742987882002411,23,154.294122922557,4213.80254666093,1.28868612028499,0.0624721495680763,0.203853276360728,0.470365723220738,0.492664513992262,0.395501499107991,0.511462055534576,0.095109601161328,87157.0861119308,25050.7327815735,58477.9951125939,116561.365599546,5.77869261984382,89.5801415481387,93.1622368105604,97.5799111705857,0
4609125.38271195,0.315145399231829,0.0628436323595458,-0.00200594008295108,0.0617428085779101,23,72.9200435829238,1344.48247575515,3.10966038419284,0.0609978877405256,0.201998612702269,0.521498052083978,0.494111774025516,0.273296504084822,0.563487805937689,0.174660673802339,50913.9434551741,16967.0455806119,27199.6068438414,61179.0757761889,9.31708369296671,103.556904626575,106.059227776114,102.054072905259,0
7612076.04178266,0.926370581233371,0.0322621346396009,1.00111333387227,0.0541970012477845,96,154.15376018941,1860.27798334341,4.58148251076587,0.0854476631128006,0.290533415896214,0.362707098927829,0.656487398272001,0.338241768955937,0.593293668943837,0.122768207029747,84630.7224445333,21552.6510033653,39104.2011504043,102957.720109978,9.86916746668341,110.905424393181,117.027591911595,96.0494814269876,1
5853692.60661494,0.91376120654596,0.0317362466751443,0.00143581774057762,0.0217775513192634,69,134.84185402359,1907.01639637091,4.70374385207078,0.0743508716824071,0.136988562654883,0.426368565109487,0.555059406852459,0.394594147623376,0.519269643524586,0.157685348047152,88895.0159490241,23292.4358083142,48821.6925554298,117430.632192332,6.38986401662791,101.839665371911,106.763279878054,102.118828010748,1
5565141.5107525,0.237439683176047,0.05172973637469,-0.000723737644973081,0.0347500269021948,12,180.107559529538,2402.20971486381,1.44159255718008,0.0648184932856384,0.0943061120617096,0.480914389451565,0.652759950070034,0.568700626984131,0.431308534605087,0.0941281952396591,106491.033360112,28379.6331387648,74808.4054744622,155294.467058405,-0.00034524129705209,107.78549782807,112.758891189501,106.273832533534,1
628022.724510106,0.070340792402152,0.0517435496438525,-0.0015144048465771,0.0481220872035973,44,122.93057966154,2403.52092538322,3.91313184473151,0.0750598973172744,0.15141293052746,0.545266819408917,0.583515562855231,0.358874993488212,0.394650445942621,0.0646591825389172,87043.6577988113,24420.7260248612,54278.2626043104,120258.630104621,5.43999174888771,101.506139866918,88.3570313122729,94.0172068546416,0
1943255.76257948,0.39214430360018,0.0569915023485903,0.00345138141171271,0.0483760677349891,26,94.2655685234176,2891.71918853268,2.73035620701334,0.0823328731487617,0.228885372920644,0.535194030185227,0.427177906451286,0.337230937396846,0.485104399156769,0.110645961929994,73956.3200007566,21488.918411112,46583.68269708,96662.5917121928,0.000962006627215336,95.0083126574495,99.9411216028717,89.2119209306198,0
1249877.3190699,0.381669053002767,0.0707601546347596,-0.000830234047876232,0.0891973184659059,33,41.9925202211823,3246.34762526901,2.51522960344973,0.0685930216157627,0.110890392480762,0.506830076014387,0.64089784353164,0.295231867579022,0.527928209204284,0.142981543668275,52607.7221993,15647.7587716171,26672.8534938892,63868.1910249179,8.58225775172252,106.653398333465,103.046317741442,83.2160534908967,0
4327659.29735369,0.501369540383468,0.0620251867019211,0.00529182846961242,0.0782947665483545,46,22.0913054977815,2562.7373381476,3.12553681632853,0.0860040921601382,0.133005999136335,0.400533482814569,0.475146569227531,0.280758523515655,0.560364436255407,0.122855270948605,48995.9812795933,11253.7357492126,24909.8976911201,57757.0867907896,-0.000279146236487271,105.985846150808,110.590948838461,97.1796445107873,0
5656965.73412808,0.422421119807177,0.0557658682044768,0.966174496280236,0.0126653039745678,47,50.5807688106079,3178.02855699928,3.7808266187394,0.0737494216709498,0.222118247329836,0.427816432696484,0.59115984563729,0.325910031690181,0.458177801425087,0.190620096251579,70084.4611925108,19060.1435560048,38734.0316714383,93099.569927218,8.28259590514297,113.239318911235,97.9856447872275,88.1942532091325,0
5241292.55507329,0.360135130534457,0.061905305387991,-0.00106369391396984,0.0753527781530904,64,118.224531759533,4179.88455602676,4.19899030841102,0.0865696217001945,0.205417327610709,0.430408859216734,0.569795744934992,0.519986871176134,0.560085948508795,0.156931320936082,75780.1556761975,21385.3717408569,52531.7778313448,108986.732512587,9.31884966144279,102.778680242695,111.567189768304,99.5303322950154,0
7975538.58152035,0.0803155672581585,0.041044794748791,-0.00125161090602632,0.0275144681309448,53,117.737583273362,1377.92760632097,3.40018635385486,0.0947426249966628,0.265710142295547,0.485229552602566,0.602148260043724,0.271806420911435,0.525477500780354,0.147841885855338,74263.02652314,24228.5499598392,37952.7067192677,85729.0408756177,-0.000168307299538937,116.34947471489,97.783859435503,106.072546324759,1
7715009.96378571,0.846063546747215,0.043137474601801,0.0424614469147465,0.0562364408393954,48,98.1892711000641,1971.67555929134,3.91796323325829,0.0831323223512897,0.0720146096029615,0.610944499260507,0.595725077974878,0.285624866035172,0.504811455647159,0.198133475853066,71560.0565172096,20742.9144155864,36034.8108879843,82218.6578998553,6.6031752072474,108.139018679058,97.9274086188229,106.959353162205,1
5747111.30393375,0.492363974092149,0.0354235718854481,-0.00029144914480239,0.0272033144743429,37,151.660379364484,3418.74828194649,2.24879081326709,0.0694324035153859,0.155215825930554,0.518562104189486,0.651957624703828,0.31323903929588,0.420926302289151,0.171213086250466,91832.252862447,24569.9104612385,53321.8581428617,115105.18911878,4.40620848622007,121.356123534025,106.411315145459,88.9063341712689,1
6888150.6272112,0.621076150251998,0.0394025314683638,0.803333504273138,0.0370933711129544,37,157.412436545096,2231.74204652676,3.93402260075676,0.0712430831262449,0.252281917339453,0.482935243123993,0.615901650148501,0.206057545613902,0.456427930658855,0.268668091966131,57271.0183616944,14010.3002818673,29319.5973404451,65814.5233789807,9.81884246387191,101.584699377953,96.043773807918,93.9660446316156,0
6792141.25426439,0.529899601700168,0.0568104064057516,0.998838857649798,0.0321548646900298,63,146.331849169535,3502.84551366829,4.27420478858757,0.0849352776828586,0.15255831716351,0.488062361932916,0.490761335922055,0.435054593642438,0.550142125057593,0.153946406716818,77247.8259961198,20762.190783334,51506.6014559708,112176.217100621,7.01323979880521,97.4329473288857,112.962713558649,113.684025577332,0
1388138.18780051,0.283418092228118,0.0241095689025455,0.00974680677232551,0.0108271243733563,17,199.388755287989,2465.35952977396,2.56359732098226,0.0604275935051251,0.200871719326502,0.401390138578706,0.767399189380959,0.418815554117844,0.443889396370495,0.114045278441744,106359.761252062,26828.2554062316,67339.8520458166,158171.31940112,9.8405375997108,92.0898439770276,109.043281542466,87.3176519386169,0
4109127.10438358,0.756963383261274,0.0468394568181672,-0.000813511978570318,0.084365056706381,39,109.15882508883,2901.07369701635,3.45343289957802,0.0733841026277347,0.106448815789295,0.558583322564843,0.559327102268908,0.331678786604712,0.405871363068325,0.170226162780395,78906.452334604,22865.3604989728,52032.2539564455,93459.4306510045,6.87053072456494,99.5110601856623,98.2775311621049,92.2921367443724,1
2535243.0968289,0.116018221824766,0.0466961846064018,1.00120544482859,0.0472515365588909,25,45.2023996679656,1376.35857435896,4.15064672939967,0.0661906271962742,0.111415626756217,0.460954816930989,0.686805306027237,0.278152566788997,0.462922632121978,0.160227977985506,65954.2951607452,16222.0454738784,32000.4805343528,76743.2938904131,7.9887194332814,100.143359264196,104.392862908678,100.677290371343,0
3984649.13694462,0.373637150249898,0.0498410351673058,0.981595280417585,0.0753602767174077,48,111.19975337467,2486.32429591307,1.93031536752217,0.0652239587347755,0.169237092711721,0.473836041117828,0.506325506466011,0.231934513298864,0.509567984678735,0.137903726199203,57466.4945054835,17484.3530665548,29465.6154915455,66112.1436231188,9.38988936982957,96.3056933083356,74.6405145004596,91.8698531427249,0
853199.388867776,0.0345197052948336,0.0464417421102105,0.988836296670319,0.0273326687283017,13,88.9083699357997,1014.24191187335,2.69436328565089,0.0804116434007367,0.149285623270032,0.477117714524461,0.414886409956174,0.224387487178802,0.522352322198312,0.0779247228410476,60731.2082276004,20037.5159293946,31993.9840760419,67625.7597632228,9.65996345990809,95.9510500605377,92.8225824187806,86.2469148592792,0
736931.927990754,0.0203363154234208,0.0404516175843956,0.0075328218034249,0.0453316403484276,28,159.829020993894,2749.066161346,2.08697885052967,0.0845324121587225,0.193351287122935,0.444506481282741,0.733494590789468,0.508717869124326,0.456065599052853,0.164882208273768,104583.477255595,27833.8914951739,71453.2229870422,150055.898165323,5.81351773554747,99.7392251460237,123.820445011482,98.8703638414901,0
2541564.3410727,0.381494999912873,0.0464681108190786,-0.00143176771203152,0.0272289841431306,44,49.5073597138326,2079.46491114659,2.85028378613077,0.0604984304938063,0.197846938868471,0.471616516263173,0.704689703265271,0.296180052227507,0.506027110406071,0.214580215258639,64600.1564485649,19089.0825304037,31589.7584121202,77524.7227668842,7.27310381243934,93.8746202981422,108.7407595552,89.8533532582013,0
1989171.88184726,0.58027452854894,0.0749672880773479,0.994057178831651,0.0834087482731866,67,52.7300899699649,3260.49870988916,3.40972145399076,0.0826238476743017,0.133581424160325,0.499449068346292,0.768852850321362,0.248228379917437,0.439037405799967,0.127506922199384,45170.5464220877,14417.7907803223,24092.3165892241,51373.5387050305,6.46003255521451,90.0406613638346,93.6539739783597,94.692626608425,0
6349538.35453416,0.557575181371673,0.0818754973669593,1.00046578784046,0.0924539655875018,55,129.40804401908,2095.76910981895,2.03149982032369,0.0646006534751507,0.203399770255861,0.486289298572226,0.458923413103715,0.305372610501343,0.476575515265919,0.205841832315733,48931.7774163341,14322.13197672,24090.7085631339,58260.1275394005,0.000363057855209118,114.148815075365,101.170090567878,100.454017911313,0
877584.078267432,0.0742132455592244,0.0502471650231113,0.00779500511743837,0.0345153646382736,4,102.154989314102,2494.26891982088,2.52846368721873,0.0638675007637182,0.129883355217103,0.429097523838771,0.659644481368858,0.362010544422117,0.455963665906602,0.140174416788953,75476.1531273553,20227.6994596697,43646.6903818295,108948.519302981,0.000728423705176788,87.9831868620459,124.046515891656,83.6273619042438,0
6264309.41708845,0.766441926879021,0.0564407616652,-0.000331147871890378,0.0184456816781473,66,81.0409832610632,2562.76176325269,3.41953993760823,0.0869206176266384,0.137477891097534,0.438704933423824,0.56169533265799,0.256544030836219,0.411682921900181,0.138261442310923,60479.7022864682,18087.9301810537,30369.5089078059,66978.583408445,-0.000140130668225886,108.782154101743,103.892559383488,106.67841179981,1
6284117.95709015,0.935743044267737,0.0266108928578694,0.990672137012792,0.00357427533112239,64,136.101926498529,3167.2236368438,4.31655566917519,0.0869960945976913,0.0330564065113194,0.542878686686846,0.648323020193293,0.294240568003275,0.538397473648404,0.138493955916308,79702.0746295365,22849.6265516748,41774.0802036239,95161.8625631721,8.84853312997316,113.02679153677,99.0551975016598,105.235882398895,1
4033238.50891443,0.315967139934074,0.0407312225565077,0.00368732385812803,0.0269342594278881,53,141.743631095156,2204.64258180863,2.37357592448562,0.0872290019813639,0.0936516248619703,0.580313897000356,0.446648192524356,0.345608579010982,0.488654688525576,0.18139077404532,76942.9107608192,23953.0525674754,46526.9942341848,99704.4925787656,-0.000122940616216184,109.282347702356,95.756647406381,95.1472341070315,1
1311045.20798448,0.165922794587961,0.0458833023085035,0.994301420527482,0.0486003329527609,29,135.966542521015,1702.9473614052,1.73646081787305,0.0721582994539668,0.0942464942618963,0.504349294851642,0.712077200291756,0.40545340987196,0.433223752673335,0.115706441163939,76784.5069276212,21781.3785628046,46477.4906748154,100050.045926482,8.24584025517304,111.562677258568,106.415666394339,87.3359891291887,0
1349559.83369206,0.0203630612970777,0.0722593991012205,-7.75750547989092e-05,0.0606219014609568,2,43.543229362489,3620.85817303973,1.57500024979975,0.0808232324384821,0.169520308140242,0.4653288412505,0.602122884656258,0.310884525417353,0.531264346613128,0.109683365947194,54226.5023717243,16591.954670578,26720.4645538777,67264.2969333825,5.88065786502353,87.2155779795612,104.022684948209,92.1544260702082,0
2129382.41861398,0.0973318806561278,0.0368300833302613,0.0133603916624543,0.0123765788560113,54,87.337600670821,2608.33915406145,2.32145174361676,0.0847778285149283,0.181790140201492,0.464854964520771,0.596746246533316,0.275104673061068,0.487053791536557,0.0436866224537645,76114.0647413537,24063.1415491312,39384.6743054982,88882.9165342913,0.000459307632604402,97.1367059706481,95.571566232634,81.5034930136189,0
4461260.76009087,0.397491478298571,0.0493102622134889,-0.000330544886424204,0.0881086431340689,45,49.2946041076272,1217.24191917487,4.47732649444919,0.0729926063806881,0.0515197668961796,0.539429892328384,0.495490980838543,0.220694125064674,0.429603123056398,0.126741965662414,63187.1247904872,20406.7502041696,32012.1740784138,70533.514472491,-0.000279237631562542,105.287292203986,96.6015429681561,102.948682991421,0
4158100.95275875,0.133280388063018,0.0937513583353927,1.00077199275648,0.0995632746598335,31,138.30446997394,3208.41885574729,1.38991184531026,0.0928655141918602,0.160782175411037,0.481247892952015,0.744387224031919,0.329953567554347,0.3665011233979,0.156941571012943,48121.346490425,14003.0411374234,30081.1294761901,62666.775895324,4.84655439511333,103.891785159068,102.938755398604,96.5170990532006,0
7982890.66873057,0.233577710179438,0.0511270225841294,0.00019815440907947,0.0634307455713818,31,56.7820623389108,3668.6102337319,4.09693748114631,0.0696947223345027,0.199132716057163,0.461551955250759,0.405619846482169,0.261029209093676,0.588687243980489,0.129910339542106,53742.8305184171,15151.3758125236,28301.5184709049,62892.3138663406,4.87414618397987,129.052776782489,90.9669928290198,109.571493485885,0
9991482.99602268,0.930702622460255,0.0558631083976239,0.0267809981577856,0.0523665860184258,81,178.800558866517,3301.70742841443,4.41892472967588,0.0747021824056163,0.166960201291751,0.547648229016721,0.552713048934309,0.280147157801987,0.44084143560523,0.184250170882085,68716.924614371,19607.7041361441,44619.6731296896,82860.4269649213,7.68098784208737,105.798286928072,105.582874059311,120.300464637903,1
3256146.34905429,0.174618294288243,0.0270985214780018,1.00160047278628,0.0287946965004754,34,158.331751248561,2525.31886671691,2.46688861096727,0.0735817675537604,0.171616107551368,0.454564179544206,0.572859989831744,0.29726319531846,0.4607536531592,0.161778407716528,87349.7008011786,23953.3690112018,44851.4309747964,106598.879255846,7.27490336674011,84.0970116401156,105.399514584121,88.7082604868772,0
456864.979638742,0.182177288284573,0.0688803123349339,-0.000976014193294857,0.0987986179388347,42,20.9824821082041,1049.35510227439,2.74842004955099,0.0835571360235637,0.177927230424728,0.54621775639371,0.666079230717504,0.174274278873596,0.485319503491222,0.137087861700515,42619.2981985572,15816.6012146294,24516.2602581267,50463.9721668541,5.30174440383436,105.883869167138,86.3908341442904,81.4128433589118,0
405213.216011024,0.118948400684186,0.055353486470428,0.00379520987674546,0.0727783621390943,17,111.938414452175,1495.00124335374,2.9150881627283,0.0610534355906693,0.140896214848385,0.571602730115745,0.581246871254463,0.258226117365089,0.579624875814369,0.109394746231342,60016.5270468787,20215.2308217495,33906.5987561109,69750.8406861799,0.00069716473506084,95.8005356919319,99.0914244322896,84.8047102233755,0
8517342.61948031,0.436294139468583,0.0524067945134859,0.967265318413235,0.0547062154340378,24,136.784982130428,1152.80111963693,2.01220958395903,0.0769552801838055,0.20831157221866,0.466299533239665,0.481895734560176,0.399028389577439,0.409763127673982,0.174020358694115,83699.2093251242,21850.3280905461,52142.7054237564,117437.383649193,7.59908370415112,107.798214202869,111.516565825762,123.854003866411,1
9660132.38018197,0.713828180404717,0.0421229543241498,1.00156636947482,0.0554870088550899,83,106.159156307172,1115.1783663862,2.80052037443446,0.0914916474192879,0.273981788317147,0.415377604603908,0.727674751212493,0.362204790581912,0.49015687715412,0.261623618426404,71989.8356052445,19565.0202290658,36037.2864182231,86835.5075383516,9.71073300071642,106.963826848778,98.4409547630038,107.525008655694,1
2507301.0815957,0.528549496369033,0.0399945703724785,0.0031740600321808,0.0160336295612232,65,189.336266816296,1892.41083207868,4.1970282005834,0.072162467013648,0.222508492948246,0.493585816641239,0.593997958815573,0.261647809718998,0.53318038634736,0.0787650633640441,67313.9519744353,21118.2737969785,35768.4693908773,79219.0572920831,7.65091797113458,99.1959174264837,96.8724105702609,91.2247970990928,0
6599760.533009,0.716453154046502,0.0459949885251891,0.651875747581878,0.0401833250133388,59,12.0530525684926,1954.28811784864,3.39286957317848,0.0733141578719569,0.217982083548777,0.491752911882941,0.52423911495403,0.243616051854317,0.529694947386873,0.103366300237664,64666.6286435241,21790.3987796178,34777.8327636938,72591.4036439516,9.67393618601607,98.9208599803296,85.8781481011214,101.27834822222,1
2133916.65688171,0.361758652796718,0.0595378004483574,0.999988020078778,0.0917844388939901,62,55.2192923530438,2718.83206108375,3.71700260460208,0.0710863357407629,0.241791639327382,0.414993205543901,0.525497737409858,0.488325129875114,0.589632600374254,0.182227463112377,73340.5029143143,20971.0491168861,52247.0870507829,105471.16153525,8.15507284742688,98.1123791459331,106.702647799464,91.5280096180559,0
9850061.22573405,0.914875850858769,0.0731269242121422,0.0050948300743952,0.0641761195864529,60,55.0534656794863,2154.61483888975,4.98965213475236,0.0689890660724592,0.11649417753895,0.518910847761244,0.543817123799422,0.224733799435718,0.512132729725126,0.17018018310737,45585.2269003122,13374.5932115201,22999.6187065753,54272.4015863435,0.000623043874457913,96.3927795300355,85.7532189812395,106.992445147714,1
4088161.65356653,0.399061288780841,0.0506750353448636,0.993235416949105,0.0483337304696439,62,37.7594474760363,1418.80111658542,2.96843252929564,0.0697591672078414,0.220503286835868,0.434063549996454,0.5532921001234,0.272715057384571,0.515372304920784,0.154625453028596,62295.7415274384,18022.7006567312,30927.0115908967,73396.3719897869,8.10479034452402,104.560385157508,105.50147494986,102.184749224591,0
3955798.13569347,0.0665684738165898,0.0588738330180144,0.942358252527309,0.0767438380218726,53,174.051679879951,3941.67194685858,3.41056055777186,0.0834968678727484,0.130995494662982,0.479683680593101,0.524207115467631,0.379877370182409,0.578487304799432,0.119267006734874,66008.8596983594,18386.9032021228,33781.2281756996,92302.9289945864,8.13804501466277,90.027240797175,102.513595954698,102.103391765882,0
3890027.94113512,0.478399331129167,0.0544741604264764,1.00096542576751,0.0517635558570554,46,49.4437360053316,1894.4665149423,2.10030025293867,0.0712480073991936,0.165959357136394,0.568974082606054,0.615364178257652,0.344638833160686,0.472652228706974,0.227470866906002,69825.5102132062,20258.9421439852,42141.1625348386,87793.8506973422,8.50774719419854,101.883625951701,108.39460760569,85.037397573105,0
6708552.32806442,0.477604364416677,0.0564906598481238,1.00040022629788,0.0753854977866351,62,194.138346358381,2555.45877126909,1.9166314618566,0.0758575747252108,0.149670004366676,0.511082087260118,0.526312094432038,0.50144877090487,0.544991653153063,0.167398794324585,85493.0595394837,23650.7658789004,59469.46125117,124258.972456951,5.61376601041437,100.593951020627,109.801581136794,106.157820686731,0
459852.278335392,0.0956313988531604,0.0591703204555789,-7.12996383642747e-05,0.0298019379720567,48,36.6762458198976,2780.52567525718,3.04219872884165,0.0800338742920735,0.0381431153031121,0.521383149054247,0.592921757245005,0.369236290738449,0.509547000312155,0.103107581905236,67736.5928793691,20965.5032563114,45396.4824077176,92367.3053778872,7.23095799423053,100.782104947916,105.345271412882,94.1130924676356,0
405898.859184359,0.375392294792692,0.0701640556093331,0.00732877998174726,0.0582100155261126,62,192.670619770343,1011.02807298607,2.79980314712886,0.0895202339491856,0.18207724281047,0.512644641954634,0.574886778477077,0.369455033591839,0.428677751710571,0.0913193548896673,74636.1792361082,20344.6166948095,46762.308110046,106258.009154751,7.64674416410849,76.9771172185011,112.09217138416,82.3375663051367,0
7701903.81909726,0.707498887531571,0.0230473170061936,0.955446489708089,0.0133704301381062,48,190.521744105546,2479.15478516877,1.6303099629799,0.069554084962165,0.183571276732365,0.524611888537996,0.607502413677363,0.356954115863418,0.433047692569021,0.188612528059647,90971.0563019208,27633.8602763722,56297.3938686843,106717.332809741,10.3294624156997,113.614312827532,107.00270687537,103.974275203838,1
4889223.39177622,0.519248818450804,0.0644593641709342,0.0327098283902738,0.0642261125386407,71,21.4171566652594,3045.56596276669,5.07790998369508,0.091596651963547,0.179460262207444,0.515422892033874,0.437368773449911,0.28037552799748,0.533848953818932,0.159981493628897,53042.9735473417,14790.8833640828,27240.6727585212,61483.0314590364,9.40717464667304,90.6250003761444,96.4699596954846,99.0361336386147,0
6440426.93284784,0.880980218635263,0.0364069938149445,1.0017367074067,0.0670116417519952,82,105.40106686994,1939.60051788164,3.06369558154787,0.091176860303464,0.0434449089891365,0.585894582534062,0.55669388777972,0.371854297541641,0.440939515960904,0.0985790014216164,93379.3224293747,25369.9340037829,56607.1409370977,124872.718229118,9.73740882281654,81.3697027151448,110.296450990506,101.61608259877,1
1216547.67754088,0.10189699029001,0.0331122581471388,-0.00118279322237199,0.0319829431649746,11,82.6678367901379,3452.00798121228,2.12789143760861,0.0819115115312736,0.139832080245058,0.5154974078061,0.729796338089862,0.266879388089301,0.573701880691792,0.122911884680824,77118.9465588269,23565.8972018721,37050.2106697407,90417.7538099319,-4.08337633674102e-05,99.204079584724,90.6957851897576,95.0533266270521,0
1819461.31098127,0.0240537963740852,0.0537880775261059,0.0702833030028384,0.0732773457878508,46,184.598483366515,1541.19384393081,1.52605121705826,0.088947348806829,0.132063946454032,0.471959636087904,0.696559135394621,0.460494692771386,0.5721279211072,0.107679655132412,80375.1839749911,21657.7007727532,53241.3626822099,118063.076204522,7.58716425866084,96.839048346414,108.250530556066,83.7166578254907,0
2863102.18834051,0.494243172976047,0.0245195633297685,0.00259896927708328,0.00957447758751622,33,106.42605853912,2883.21118216711,2.61714740316919,0.0863504453682489,0.232046772721155,0.539144652462441,0.646703774609457,0.402106245259847,0.553998050093783,0.15569117766083,107947.99851573,31406.7142394667,65331.8966262298,154110.291745853,0.00105169915532722,121.295039234124,102.744121270663,96.727058202406,1
522928.547973813,0.425497107829403,0.074114570459471,0.00373798664921946,0.0859423824190792,57,68.4883927305397,2176.78153669825,2.08578789364612,0.0714573183699152,0.205382528045077,0.406652775950354,0.560888405136678,0.317598934388903,0.541842653961267,0.124425630293318,51208.4508947016,15361.777903972,26845.9373245207,65151.6934418409,6.85912565647238,99.5014485395565,99.6719253408487,80.7169904796872,0
9410286.84538073,0.81267581682765,0.0566139567044735,0.0256524174325259,0.0757370244552265,86,117.501558723086,1936.17700427377,3.55380597855518,0.0834409177278067,0.130230387236285,0.591351498817476,0.602246378726633,0.438489888472997,0.439639860656166,0.226425051627222,82952.9324898325,22924.3722038735,53399.8962425072,119095.356374796,6.88627205171504,100.800563089774,105.022471583196,108.22583946388,1
